1.18436e-14 	 0.0001602 	 1055.43 	 0
2.38643e-14 	 -0.0001602 	 11539.4 	 0
3.72336e-14 	 -0.001602 	 -76728.1 	 0
4.98808e-14 	 0.000801 	 2828.76 	 0
6.38289e-14 	 0.0004806 	 2688.55 	 0
7.72666e-14 	 -0.0012816 	 -139544 	 0
8.99601e-14 	 -0.0009612 	 -5871.77 	 0
1.03994e-13 	 0.0017622 	 4898.72 	 0
1.17061e-13 	 -0.0006408 	 -3826.49 	 0
1.33401e-13 	 0.0022428 	 10646.8 	 0
1.48714e-13 	 -0.0003204 	 -833.549 	 0
1.60784e-13 	 0.0022428 	 14498.8 	 0
1.7534e-13 	 0.0003204 	 74104.9 	 0
1.93146e-13 	 -0.0001602 	 -701.989 	 0
2.1216e-13 	 -0.0001602 	 -657.424 	 0
2.26011e-13 	 -0.0003204 	 -1804.94 	 0
2.39603e-13 	 0 	 0 	 0
2.54692e-13 	 0 	 0 	 0
2.6971e-13 	 0 	 0 	 0
2.8444e-13 	 0 	 0 	 0
3.02151e-13 	 0.0004806 	 2117.32 	 0
3.21829e-13 	 0 	 0 	 0
3.38836e-13 	 -0.0011214 	 -5144.84 	 0
3.53522e-13 	 0 	 4785.95 	 0
3.69575e-13 	 -0.0012816 	 -6229.6 	 0
3.85002e-13 	 0 	 0 	 0
3.99416e-13 	 -0.0001602 	 -867.217 	 0
4.14665e-13 	 0.0006408 	 3278.86 	 0
4.30204e-13 	 -0.0001602 	 -804.422 	 0
4.51609e-13 	 0.0003204 	 1167.99 	 0
4.67244e-13 	 0.0004806 	 2398.47 	 0
4.84938e-13 	 -0.0001602 	 -706.432 	 0
4.99345e-13 	 -0.000801 	 -4338.26 	 0
5.14867e-13 	 0.0001602 	 805.3 	 0
5.31408e-13 	 0.0001602 	 755.707 	 0
5.47411e-13 	 0.0001602 	 781.096 	 0
5.6079e-13 	 -0.0009612 	 -4409.72 	 0
5.75887e-13 	 0.000801 	 4139.99 	 0
5.9251e-13 	 -0.0003204 	 -1503.92 	 0
6.0846e-13 	 0.0006408 	 1907.27 	 0
6.21997e-13 	 0.0006408 	 3693.57 	 0
6.50786e-13 	 0.0001602 	 434.193 	 0
6.66137e-13 	 -0.0003204 	 -1628.54 	 0
6.83173e-13 	 -0.0009612 	 -4402.36 	 0
6.97968e-13 	 0.0001602 	 844.926 	 0
7.16126e-13 	 -0.0001602 	 -688.385 	 0
7.32221e-13 	 -0.0001602 	 -776.645 	 0
7.46557e-13 	 0.0006408 	 3487.62 	 0
7.62201e-13 	 -0.0001602 	 -799.062 	 0
7.77323e-13 	 0 	 0 	 0
7.93042e-13 	 -0.0017622 	 -22237.1 	 0
8.12695e-13 	 -0.0001602 	 -636.061 	 0
8.27616e-13 	 0.0003204 	 1675.41 	 0
8.43859e-13 	 -0.0011214 	 -5386.89 	 0
8.59092e-13 	 0.0004806 	 2461.77 	 0
8.77988e-13 	 -0.0004806 	 -1984.56 	 0
8.97346e-13 	 0.0003204 	 1291.5 	 0
9.19001e-13 	 0.0001602 	 577.209 	 0
9.39787e-13 	 0.0003204 	 1202.77 	 0
9.5768e-13 	 0.0003204 	 1397.21 	 0
9.80058e-13 	 0.0001602 	 558.571 	 0
9.99739e-13 	 0.0003204 	 1270.29 	 0
1.01675e-12 	 0.0004806 	 2204.72 	 0
1.03213e-12 	 0 	 0 	 0
1.04745e-12 	 0.0001602 	 816.037 	 0
1.07704e-12 	 0.0004806 	 1267.29 	 0
1.09462e-12 	 -0.0001602 	 -710.894 	 0
1.10685e-12 	 0.0001602 	 1022.23 	 0
1.13056e-12 	 0.0001602 	 527.049 	 0
1.15342e-12 	 -0.0001602 	 -546.912 	 0
