1.02789e-12 	 1.7622e-05 	 3 	 0 	 10 	 847.251 	 0.423625
2.0761e-12 	 1.602e-06 	 0 	 0 	 10 	 95.4012 	 0.0477006
3.12907e-12 	 -1.602e-06 	 0 	 0 	 10 	 -94.9698 	 -0.0474849
4.19518e-12 	 0 	 0 	 0 	 10 	 0 	 0
5.20594e-12 	 8.01e-06 	 0 	 0 	 10 	 494.674 	 0.247337
6.25537e-12 	 -3.204e-06 	 0 	 0 	 10 	 -190.58 	 -0.0952902
7.32064e-12 	 3.204e-06 	 1 	 0 	 10 	 120.449 	 0.0602246
8.33851e-12 	 4.806e-06 	 0 	 0 	 10 	 294.732 	 0.147366
9.50491e-12 	 0 	 0 	 0 	 10 	 0 	 0
1.05897e-11 	 3.204e-06 	 0 	 0 	 10 	 184.366 	 0.0921829
1.17132e-11 	 0 	 0 	 0 	 10 	 0 	 0
1.28358e-11 	 0 	 0 	 0 	 10 	 0 	 0
1.40142e-11 	 0 	 0 	 0 	 10 	 0 	 0
1.52813e-11 	 0 	 0 	 0 	 10 	 0 	 0
1.64573e-11 	 0 	 0 	 0 	 10 	 0 	 0
1.77597e-11 	 0 	 0 	 0 	 10 	 0 	 0
1.88509e-11 	 0 	 0 	 0 	 10 	 0 	 0
2.01584e-11 	 0 	 0 	 0 	 10 	 0 	 0
2.12928e-11 	 0 	 0 	 0 	 10 	 0 	 0
2.24545e-11 	 -1.602e-06 	 0 	 0 	 10 	 -86.079 	 -0.0430395
2.36856e-11 	 1.602e-06 	 0 	 0 	 10 	 81.2318 	 0.0406159
2.49768e-11 	 0 	 0 	 0 	 10 	 0 	 0
2.62017e-11 	 0 	 0 	 0 	 10 	 0 	 0
2.73885e-11 	 0 	 0 	 0 	 10 	 0 	 0
2.8709e-11 	 -1.602e-06 	 0 	 0 	 10 	 -75.7292 	 -0.0378646
2.99735e-11 	 1.602e-06 	 0 	 0 	 10 	 79.083 	 0.0395415
3.10996e-11 	 0 	 0 	 0 	 10 	 0 	 0
3.22325e-11 	 0 	 0 	 0 	 10 	 0 	 0
3.34045e-11 	 0 	 0 	 0 	 10 	 0 	 0
3.47488e-11 	 0 	 0 	 0 	 10 	 0 	 0
3.59372e-11 	 0 	 0 	 0 	 10 	 0 	 0
3.70026e-11 	 -1.602e-06 	 0 	 0 	 10 	 -93.8639 	 -0.0469319
3.82124e-11 	 0 	 0 	 0 	 10 	 0 	 0
3.97057e-11 	 0 	 0 	 0 	 10 	 0 	 0
4.14491e-11 	 0 	 0 	 0 	 10 	 0 	 0
4.26609e-11 	 0 	 0 	 0 	 10 	 0 	 0
4.40335e-11 	 0 	 0 	 0 	 10 	 0 	 0
4.54839e-11 	 0 	 0 	 0 	 10 	 0 	 0
4.71772e-11 	 0 	 0 	 0 	 10 	 0 	 0
4.873e-11 	 0 	 0 	 0 	 10 	 0 	 0
5.04166e-11 	 0 	 0 	 0 	 10 	 0 	 0
5.21649e-11 	 0 	 0 	 0 	 10 	 0 	 0
5.38371e-11 	 0 	 0 	 0 	 10 	 0 	 0
5.50105e-11 	 0 	 0 	 0 	 10 	 0 	 0
5.67167e-11 	 0 	 0 	 0 	 10 	 0 	 0
5.91261e-11 	 1.602e-06 	 0 	 0 	 10 	 41.5045 	 0.0207523
6.08188e-11 	 -1.602e-06 	 0 	 0 	 10 	 -59.0783 	 -0.0295391
6.24184e-11 	 0 	 0 	 0 	 10 	 0 	 0
6.42995e-11 	 1.602e-06 	 0 	 0 	 10 	 53.1578 	 0.0265789
6.61491e-11 	 0 	 0 	 0 	 10 	 0 	 0
6.82232e-11 	 -1.602e-06 	 0 	 0 	 10 	 -48.2147 	 -0.0241074
6.99284e-11 	 1.602e-06 	 0 	 0 	 10 	 58.6456 	 0.0293228
7.17662e-11 	 0 	 0 	 0 	 10 	 0 	 0
7.31334e-11 	 -1.602e-06 	 0 	 0 	 10 	 -73.1416 	 -0.0365708
