1.02789e-12 	 -4.806e-06 	 2868.73 	 0
2.0761e-12 	 1.602e-06 	 95.4012 	 0
3.12907e-12 	 0 	 0 	 0
4.19518e-12 	 -1.602e-06 	 -93.7988 	 0
5.20594e-12 	 0 	 0 	 0
6.25537e-12 	 0 	 0 	 0
7.32064e-12 	 -8.01e-06 	 -148.619 	 0
8.33851e-12 	 4.806e-06 	 294.732 	 0
9.50491e-12 	 -6.408e-06 	 -342.935 	 0
1.05897e-11 	 -1.602e-06 	 -92.1829 	 0
1.17132e-11 	 0 	 0 	 0
1.28358e-11 	 1.602e-06 	 89.0796 	 0
1.40142e-11 	 -1.602e-06 	 -84.8556 	 0
1.52813e-11 	 0 	 0 	 0
1.64573e-11 	 1.602e-06 	 85.0346 	 0
1.77597e-11 	 0 	 0 	 0
1.88509e-11 	 -1.602e-06 	 -91.6502 	 0
2.01584e-11 	 1.602e-06 	 76.4807 	 0
2.12928e-11 	 0 	 0 	 0
2.24545e-11 	 -1.602e-06 	 -86.079 	 0
2.36856e-11 	 0 	 0 	 0
2.49768e-11 	 0 	 0 	 0
2.62017e-11 	 1.602e-06 	 81.6409 	 0
2.73885e-11 	 -1.602e-06 	 -84.2639 	 0
2.8709e-11 	 0 	 0 	 0
2.99735e-11 	 0 	 0 	 0
3.10996e-11 	 0 	 0 	 0
3.22325e-11 	 0 	 0 	 0
3.34045e-11 	 0 	 0 	 0
3.47488e-11 	 1.602e-06 	 74.3838 	 0
3.59372e-11 	 0 	 0 	 0
3.70026e-11 	 -3.204e-06 	 -187.728 	 0
3.82124e-11 	 -3.204e-06 	 -165.318 	 0
3.97057e-11 	 -1.602e-06 	 -66.9675 	 0
4.14491e-11 	 0 	 0 	 0
4.26609e-11 	 0 	 0 	 0
4.40335e-11 	 0 	 0 	 0
4.54839e-11 	 1.602e-06 	 68.943 	 0
4.71772e-11 	 -1.602e-06 	 -59.0586 	 0
4.873e-11 	 0 	 0 	 0
5.04166e-11 	 0 	 0 	 0
5.21649e-11 	 0 	 0 	 0
5.38371e-11 	 0 	 0 	 0
5.50105e-11 	 0 	 0 	 0
5.67167e-11 	 -1.602e-06 	 -58.6075 	 0
5.91261e-11 	 -1.602e-06 	 -41.5045 	 0
6.08188e-11 	 1.602e-06 	 59.0783 	 0
6.24184e-11 	 1.602e-06 	 62.516 	 0
6.42995e-11 	 1.602e-06 	 53.1578 	 0
6.61491e-11 	 0 	 0 	 0
6.82232e-11 	 -3.204e-06 	 -96.4294 	 0
6.99284e-11 	 1.602e-06 	 58.6456 	 0
7.17662e-11 	 0 	 0 	 0
7.31334e-11 	 0 	 0 	 0
7.45721e-11 	 0 	 0 	 0
7.57411e-11 	 3.204e-06 	 171.08 	 0
7.70179e-11 	 1.602e-06 	 78.3193 	 0
7.86121e-11 	 -1.602e-06 	 -62.7274 	 0
8.03018e-11 	 1.602e-06 	 59.1829 	 0
8.18855e-11 	 0 	 0 	 0
